ID,직종,세부직종,직무태그,근무경력,근무형태,근무지역,출신대학,대학전공,어학시험,자격증,대학성적
SID549767,IT·게임,시스템분석·설계·컨설턴트·ERP,"DW,BI,MIS,OLAP,모델링,IT컨설팅",9년 6개월,정규직,"서울,경기,전국",중앙대학교,전기전자제어공학,,有,
SID549843,경영·기획·회계·사무,마케팅·마케팅기획,,2년 11개월,,"서울,경기,미국",동덕여자대학교,무용,,無,80.0
SID549934,영업·판매·TM,텔레마케팅(인/아웃바운드TM),,9년 2개월,,"서울,,",인천대학교,영어영문학과,,無,90.0
SID550297,건설·기계·전기·전자,기계·기계설계·기계설비,,2년 11개월,,"대전,충남,전국",한밭대학교,기계공학과,,無,70.0
SID550498,경영·기획·회계·사무,마케팅·마케팅기획,,11년 8개월,,"서울,미국,필리핀",이화여자대학교,불어불문학과,,無,
SID550525,경영·기획·회계·사무,비서·인포메이션·수행·안내,,2년 6개월,,"서울,서울,서울",제주대학교,가정관리학과,,有,50.0
SID550532,경영·기획·회계·사무,생산관리·품질관리·품질보증,,0개월,,"경기,경기,서울",성결대학교,도시계획,,無,70.0
SID550544,경영·기획·회계·사무,무역·수출입·운송사무,,6년 0개월,정규직,"경기,서울,",서원대학교,영어영문,TOEIC,有,80.0
SID550563,재료·화학·섬유·의복,식품가공,,1년 5개월,,"충북,충남,경기",서원대학교,식품영양학,,有,90.0
SID550577,IT·게임,서버·네트워크·보안,,1년 10개월,,"서울,경기,서울",호남대학교,정보통신,,有,
SID550629,IT·게임,웹기획·웹마케팅·PM,,3년 10개월,,"서울,서울,서울",동덕여자대학교,문헌정보학, ,有,60.0
SID550644,경영·기획·회계·사무,마케팅·마케팅기획,"패션마케팅,마케팅기획,마케팅,해외영업,해외마케팅,해외사업,해외구매",1년 6개월,"정규직, 계약직","서울,경기,경기",성신여자대학교,섬유공예,TOEIC,有,70.0
SID550645,경영·기획·회계·사무,마케팅·마케팅기획,,0개월,,"서울,경기,",상지대학교,식량자원공학과,,無,
SID550692,건설·기계·전기·전자,전기·전자·제어,,0개월,,"경기,서울,",군산대학교,전자통신,,無,80.0
SID550755,경영·기획·회계·사무,사무·총무·법무,,3년 3개월,,"서울,서울,서울",세명대학교,호텔경영학,,有,90.0
SID550821,경영·기획·회계·사무,경리·회계,,9년 11개월,,"서울,서울,서울",경기대학교,전자계산,,無,
SID550938,기술·과학·산업,연구개발·R&D,,0개월,,"서울,경기,기타",한국산업기술대학교,전자공학, ,有,80.0
SID550986,재료·화학·섬유·의복,섬유·의복,,10년 11개월,,"서울,경기,인천",성균관대학교,섬유공학,,無,60.0
SID551002,경영·기획·회계·사무,사무·총무·법무,,9년 11개월,,"서울,서울,서울",경기대학교,전자계산,,無,
SID551016,경영·기획·회계·사무,생산관리·품질관리·품질보증,,4년 1개월,,"부산,경남,경북",동아대학교,화학공학,TOEIC,有,80.0
SID551097,영업·판매·TM,해외영업,,0개월,,"서울,경기,충북",경기대학교,일어일문학과,,無,70.0
SID551144,경영·기획·회계·사무,사무·총무·법무,"일반사무직,총무,구매,자재,자재관리,기타일반관리직,영업관리직",1년 9개월,"정규직, 계약직, 파견직","서울,서울,서울",한성대학교,부동산학,TOEIC,無,60.0
SID551202,영업·판매·TM,영업·영업기획,,0개월,,"광주,서울,부산",광주대학교,관광학부,,無,
SID551247,통신·모바일,모바일프로그래머,,3년 8개월,,"서울,경기,인천",중앙대학교,컴퓨터공학,,有,70.0
SID55133,경영·기획·회계·사무,사무·총무·법무,,11년 9개월,정규직,"인천,서울,경기",군산대학교,물리학,,有,70.0
SID551362,전문·교육·자격,부동산·경매·감정평가,,10년 4개월,,"대구,,",동덕여자대학교,경영학과,,無,80.0
SID551414,경영·기획·회계·사무,생산관리·품질관리·품질보증,,11개월,,"대전,충남,경기",한밭대학교,산업경영공학,,無,80.0
SID551429,경영·기획·회계·사무,생산관리·품질관리·품질보증,"경영. , 기획 , 마케팅 , 품질 , 품질관리 , 생산관리 , photoshop , CAD",11개월,,"대전,충남,경기",한밭대학교,산업공학,,有,80.0
SID551471,영업·판매·TM,해외영업,,0개월,,"경기,서울,",전주대학교,무역학과,,無,80.0
SID551556,건설·기계·전기·전자,전기·전자·제어,,2년 11개월,,"서울,경기,인천",수원대학교,정보통신공,,無,80.0
SID551560,경영·기획·회계·사무,사무·총무·법무,,0개월,,"서울,인천,경기",한국산업기술대학교,메카트로닉스,,無,80.0
SID551564,재료·화학·섬유·의복,섬유·의복,"소재개발,섬유,원단",1년 2개월,정규직,"서울,서울,서울",한성대학교,패션디자인,TOEIC,無,80.0
SID551629,경영·기획·회계·사무,경리·회계,,2년 11개월,,"서울,경기,",한성대학교,경영학,,無,80.0
SID551659,전문·교육·자격,외국어·번역·통역,,6년 11개월,,"서울,경기,대전",한밭대학교,일본어,JLPT,無,70.0
SID551671,디자인,제품·산업디자인,"화장품,,포장디자인제품디자인,팬시디자인",5년 7개월,정규직,"서울,경기,경기",경기대학교,공업디자인,TOEIC,無,80.0
SID551758,IT·게임,웹프로그래머,,3년 11개월,,"광주,전남,서울",목포대학교,화학과,TOEIC,有,80.0
SID551766,경영·기획·회계·사무,사무·총무·법무,,0개월,,"서울,,",상지대학교,관광경영,,無,70.0
SID551877,경영·기획·회계·사무,사무·총무·법무,,0개월,,"서울,서울,서울",협성대학교,신학과,,無,80.0
SID551932,재료·화학·섬유·의복,섬유·의복,,0개월,,"서울,서울,경기",서울여자대학교,의류학과,,無,80.0
SID552146,전문·교육·자격,법률·법무·특허·상표,,11년 8개월,,"서울,경기,부산",상지대학교,시각디자인,,有,70.0
SID552148,영업·판매·TM,해외영업,"해외영업,해외사업,해외마케팅",3년 10개월,정규직,"서울,충남,",이화여자대학교,행정학,TOEIC,有,70.0
SID552420,경영·기획·회계·사무,무역·수출입·운송사무,,0개월,,"광주,전남,전북",목포대학교,무역학,,無,50.0
SID552462,IT·게임,운영·Helpdesk·컨텐츠관리,,5년 11개월,,"서울,인천,경기",한성대학교,문헌정보,TOEIC,有,
SID552490,영업·판매·TM,영업·영업기획,,5년 1개월,,"서울,경기,인천",수원대학교,산업공학과,,有,80.0
SID552546,디자인,의류·패션·잡화디자인,"데님디자인,여성복디자인,우븐디자인,패션디자인,남성복디자인",1년 0개월,정규직,"서울,서울,서울",동아대학교,패션디자인,,有,
SID552553,영업·판매·TM,해외영업,,0개월,,"인천,서울,경기",인천대학교,경영학,,無,70.0
SID552582,건설·기계·전기·전자,전기·전자·제어,,2년 11개월,,"경북,경북,경북",호원대학교,전기과,,無,80.0
SID552608,영업·판매·TM,영업관리·영업지원,,5년 1개월,,"서울,경기,부산",세명대학교,안전공학,,無,80.0
SID552738,경영·기획·회계·사무,경영·기획·전략,"TMManager,제휴마케팅,콜센터,인사관리,아웃소싱,경영기획,마케팅,전략",6년 4개월,정규직,"서울,경기,강원",한림대학교,경영학,,有,80.0
SID552762,경영·기획·회계·사무,물류·유통관리,,5년 9개월,,"인천,서울,중국",인천대학교,전자공학과,,有,70.0
SID552770,경영·기획·회계·사무,물류·유통관리,,5년 9개월,,"인천,서울,중국",인천대학교,전자공학과,,有,70.0
SID552823,경영·기획·회계·사무,구매·자재사무,,5년 1개월,,"전국,중국,",수원대학교,기계공학과,,無,70.0
SID552903,경영·기획·회계·사무,경리·회계,,0개월,,"인천,,",수원대학교,화학과,,無,80.0
SID553047,재료·화학·섬유·의복,섬유·의복,매장영업관리,3년 0개월,정규직,"서울,,",선문대학교,경영학부,,無,
SID553141,재료·화학·섬유·의복,섬유·의복,Merchandiser,17년 0개월,,"서울,서울,서울",서울여자대학교,독어독문학과, ,有,70.0
SID553201,영업·판매·TM,영업·영업기획,,5년 1개월,,"서울,경기,",한세대학교,정보통신학과,,無,
SID553256,경영·기획·회계·사무,생산관리·품질관리·품질보증,,2년 11개월,,"인천,서울,경기",인천대학교,기계공학과,,無,60.0
SID553298,경영·기획·회계·사무,경영·기획·전략,,6년 5개월,,"서울,경기,",상지대학교,동물자원, ,有,70.0
SID553303,IT·게임,전산사무·전산관리,,6년 7개월,,"서울,대전,부산",동아대학교,전자전기컴퓨터공학과,TOEFL,有,80.0
SID553319,영업·판매·TM,기술영업,,0개월,,"서울,경기,",동아대학교,전자공학,,無,50.0
SID553327,영업·판매·TM,기술영업,,0개월,,"서울,경기,",동아대학교,전자공학,,無,50.0
SID553369,경영·기획·회계·사무,물류·유통관리,,5년 9개월,,"인천,서울,중국",인천대학교,전자공학과,,有,70.0
SID553441,경영·기획·회계·사무,마케팅·마케팅기획,,2년 7개월,,"서울,경기,충북",연세대학교,통계학,,無,50.0
SID553511,경영·기획·회계·사무,사무·총무·법무,,1년 11개월,,"서울,경기,",중앙대학교,법학과(심화전공),,無,60.0
SID553523,경영·기획·회계·사무,물류·유통관리,,0개월,,"서울,경기,",한림대학교,수학과,TOEIC,有,60.0
SID553525,경영·기획·회계·사무,구매·자재사무,,0개월,,"서울,경기,인천",한성대학교,경영학과,,無,50.0
SID553586,경영·기획·회계·사무,경리·회계,,5년 1개월,,"부산,부산,부산",동아대학교,경영학과,,無,80.0
SID553591,재료·화학·섬유·의복,섬유·의복,"섬유,의류,의복,봉제",8년 3개월,"정규직, 해외취업","서울,중국,대만",서울여자대학교,생물학,TOEIC,有,60.0
SID55361,재료·화학·섬유·의복,제약·의약,"임상영양사, 상담영양사",0개월,,"서울,경기,경기",상지대학교,식품영양학,,有,70.0
SID553697,경영·기획·회계·사무,무역·수출입·운송사무,,1년 11개월,,"서울,경기,",수원대학교,영어영문학,TOEIC,有,90.0
SID553738,경영·기획·회계·사무,경리·회계,,3년 3개월,,"서울,경기,프랑스",성균관대학교,불어불문학,,無,80.0
SID553756,재료·화학·섬유·의복,섬유·의복,,9년 11개월,,"서울,,",중앙대학교,의류학과,,無,70.0
SID553794,영업·판매·TM,해외영업,,10년 10개월,,"부산,중국,",연세대학교,경영학,,無,60.0
SID553906,경영·기획·회계·사무,생산관리·품질관리·품질보증,,1년 1개월,,"충남,대전,경기",한밭대학교,응용화학,,有,70.0
SID553926,경영·기획·회계·사무,생산관리·품질관리·품질보증,,0개월,,"경기,서울,일본",선문대학교,화학공학,,無,60.0
SID553934,영업·판매·TM,영업·영업기획,,0개월,,"서울,서울,서울",동덕여자대학교,경영경제학,,無,90.0
SID553962,경영·기획·회계·사무,경리·회계,,0개월,정규직,"서울,미국,해외",한성대학교,부동산학,,無,70.0
SID554068,기술·과학·산업,연구개발·R&D,,2년 11개월,,"서울,경기,인천",선문대학교,전자정보통신공학부,,無,80.0
SID554110,경영·기획·회계·사무,사무·총무·법무,,0개월,,"서울,경기,",이화여자대학교,사회체육학,,無,
SID554111,경영·기획·회계·사무,구매·자재사무,,4년 3개월,,"전북,충남,경기",호원대학교,정보통신공학,,有,70.0
SID554118,건설·기계·전기·전자,CAD·CAM,,2년 11개월,,"대전,충남,경기",한밭대학교,기계공학,,無,
SID554125,영업·판매·TM,영업·영업기획,,2년 3개월,,"서울,전북,",군산대학교,영어영문학과,,無,
SID554127,재료·화학·섬유·의복,섬유·의복,"상품기획,MD,백화점영업MD,상품관리,매장상품관리",5년 4개월,정규직,"서울,서울,광주",군산대학교,의류학,TOEIC,有,80.0
SID554215,전문·교육·자격,호텔·숙박·여행,,0개월,,"서울,경기,",호원대학교,식품환경화공학부,,無,70.0
SID554218,전문·교육·자격,호텔·숙박·여행,,0개월,,"서울,,",호원대학교,식품환경화공학부,,無,70.0
SID554221,경영·기획·회계·사무,사무·총무·법무,,3년 0개월,,"경기,,",선문대학교,수학,,有,80.0
SID554242,경영·기획·회계·사무,사무·총무·법무,,0개월,,"충북,대전,서울",서원대학교,정치행정,,無,60.0
SID554283,경영·기획·회계·사무,경영·기획·전략,"경영,경영기획,경영분석,경영전략,경영지원,경영혁신,기획,기획전략,내부감사,사업기획,신규사업기획,전략기획,조직관리,IR,상품기획,시장조사,CMO,경영컨설팅,기업분석,사업제휴",23년 1개월,"정규직, 해외취업","서울,인천,경기",성균관대학교,화학,TOEIC,無,70.0
SID554302,경영·기획·회계·사무,무역·수출입·운송사무,,2년 11개월,,"서울,광주,중국",광주대학교,사회복지,HSK,有,80.0
SID554475,경영·기획·회계·사무,사무·총무·법무,,0개월,,"서울,경기,인천",목포대학교,법학,,無,
SID554545,경영·기획·회계·사무,구매·자재사무,,3년 0개월,정규직,"부산,경남,",동서대학교,경영정보,,無,70.0
SID554566,경영·기획·회계·사무,사무·총무·법무,,7개월,정규직,"서울,경기,인천",선문대학교,중어중국학,HSK,有,90.0
SID554665,IT·게임,웹프로그래머,,8년 1개월,,"서울,경기,인천",수원대학교,전자계산학,,無,
SID554673,경영·기획·회계·사무,구매·자재사무,,0개월,,"서울,경기,경기",호원대학교,식품공학,,無,
SID554676,IT·게임,서버·네트워크·보안,"네트워크,네트워크관리",3년 1개월,정규직,"경기,서울,경기",군산대학교,물리학,,有,60.0
SID554679,영업·판매·TM,해외영업,,9년 11개월,,"인천,서울,부산",동아대학교,경제학과,,無,70.0
SID554714,경영·기획·회계·사무,기타 경영·기획·회계·사무,,0개월,,"서울,서울,경기",성결대학교,사회복지학,,無,90.0
SID554740,경영·기획·회계·사무,사무·총무·법무,"더존,엑셀,총무,출납,재무,자금,엑셀,워드",10년 3개월,정규직,"서울,경기,인천",중앙대학교,정치외교,,無,60.0
SID554796,문화·예술·신문·방송,영상·음향·사진·카메라,,10개월,,"서울,경기,인천",세종대학교,신소재공학,,無,70.0
SID554836,재료·화학·섬유·의복,제약·의약,,0개월,,"경기,서울,",수원대학교,생명,,無,
SID554943,경영·기획·회계·사무,경리·회계,,3년 8개월,,"서울,경기,부산",동아대학교,경영학부,,無,70.0
SID554985,경영·기획·회계·사무,인사·노무·교육·인재개발,,0개월,,"서울,대전,",한밭대학교,일본어,,無,70.0
SID555001,경영·기획·회계·사무,생산관리·품질관리·품질보증,,0개월,,"경기,서울,충남",선문대학교,산업공학,,無,
SID555131,영업·판매·TM,해외영업,,0개월,,"말레이시아,서울,경기",광주대학교,관광통역,,無,70.0
SID555203,경영·기획·회계·사무,무역·수출입·운송사무,,2년 11개월,,"서울,,",연세대학교,영어영문학,,無,70.0
SID555212,경영·기획·회계·사무,광고·홍보,,7년 1개월,,"서울,해외,경기",동덕여자대학교,건강관리학과,TOEIC,有,80.0
SID555269,IT·게임,웹디자인,,9년 11개월,,"서울,,",동의대학교,불어불문,,無,0.0
SID555309,디자인,출판·편집디자인,"유아교육상품기획,광고물디자인작업,맥디자인,북디자인,잡지편지,카탈로그편집,출판편집",8년 3개월,정규직,"서울,경기,경기",동덕여자대학교,생활미술학,,無,80.0
SID555318,경영·기획·회계·사무,비서·인포메이션·수행·안내,,2년 9개월,,"부산,서울,미국",동아대학교,경영학부,,無,70.0
SID555360,경영·기획·회계·사무,사무·총무·법무,,0개월,,"서울,서울,서울",동덕여자대학교,일본어,TOEIC,有,80.0
SID555482,경영·기획·회계·사무,인사·노무·교육·인재개발,,3년 1개월,,"서울,서울,서울",중앙대학교,청소년, ,無,70.0
SID555497,경영·기획·회계·사무,마케팅·마케팅기획,,0개월,,"서울,경기,해외",한성대학교,국어국문,,無,70.0
SID555509,디자인,기타 디자인,,0개월,,"서울,해외,",동아대학교,철학,,無,80.0
SID555511,경영·기획·회계·사무,구매·자재사무,,4년 8개월,,"서울,서울,제주",제주대학교,경영,,無,80.0
SID555632,기타 직종,오락·스포츠,,2년 11개월,,"부산,울산,서울",신라대학교,체육학,,無,80.0
SID5557,경영·기획·회계·사무,구매·자재사무,"자재,구매",0개월,,"경기,서울,경기",선문대학교,영어영문,,無,60.0
SID555926,경영·기획·회계·사무,인사·노무·교육·인재개발,,0개월,,"서울,경기,",상지대학교,전산학,,無,60.0
SID555946,경영·기획·회계·사무,무역·수출입·운송사무,,1년 1개월,정규직,"경북,대구,울산",경주대학교,관광영어,HSK,有,80.0
SID555951,건설·기계·전기·전자,건설·토목·건축설비,,10년 11개월,,"서울,경기,경남",광주대학교,산업디자인,,無,80.0
SID555998,경영·기획·회계·사무,경영·기획·전략,",경영관리,경영지원,내부감사,조직관리,시장조사",14년 7개월,정규직,"서울,서울,서울",중앙대학교,경영학과,,無,60.0
SID55603,IT·게임,"응용프로그래머(Unix,Linux,Java)",,9년 11개월,정규직,"서울,경기,",연세대학교,컴퓨터과학과,,有,50.0
SID556036,IT·게임,컴퓨터·PC수리,,1년 3개월,,"충남,전북,경기",전주대학교,산업공학과,,有,60.0
SID556062,디자인,의류·패션·잡화디자인,"남성복,섬유,우븐,의류,코디네이터,의복,경력디자이너,디자이너,패션디자이너",6년 0개월,정규직,"서울,서울,서울",동서대학교,패션디자인과, ,有,80.0
SID556136,경영·기획·회계·사무,인사·노무·교육·인재개발,,0개월,,"서울,경기,서울",성신여자대학교,중어중문학,,無,70.0
SID556140,재료·화학·섬유·의복,섬유·의복,"상품기획 , 머천다이저",5개월,,"서울,경기,인천",서원대학교,의류직물학과,,無,80.0
SID556147,경영·기획·회계·사무,구매·자재사무,,0개월,,"서울,인천,경기",군산대학교,법,,無,60.0
SID556247,재료·화학·섬유·의복,제약·의약,,6년 10개월,,"서울,서울,경기",성결대학교,성악,,有,80.0
SID556327,IT·게임,서버·네트워크·보안,,5년 4개월,,"부산,경남,",동서대학교,전자공,,有,70.0
SID556331,경영·기획·회계·사무,경리·회계,,2년 11개월,,"인천,서울,경기",성균관대학교,경영학,,無,70.0
SID556393,전문·교육·자격,교육·교사·교수·강사,,2년 1개월,,"서울,서울,경기",한성대학교,경영학과,TOEIC,無,80.0
SID55640,재료·화학·섬유·의복,섬유·의복,"photoShop ,일러스트,의류,디자인,미술,사진",0개월,,"서울,경기,",인천대학교,미술학과,,無,
SID556411,경영·기획·회계·사무,구매·자재사무,,4년 1개월,,"서울,,",동덕여자대학교,경영,,無,80.0
SID556419,경영·기획·회계·사무,사무·총무·법무,,0개월,,"서울,서울,서울",군산대학교,토목공학,,無,80.0
SID556484,경영·기획·회계·사무,사무·총무·법무,사무직,6개월,정규직,"서울,경기,",동덕여자대학교,경영학과,,有,80.0
SID556495,경영·기획·회계·사무,인사·노무·교육·인재개발,자신있습니다,2년 2개월,정규직,"서울,경기,인천",전주대학교,국어교육학,,有,80.0
SID556590,디자인,제품·산업디자인,,5년 4개월,,"서울,,",한성대학교,산업디자인,,有,80.0
SID556647,경영·기획·회계·사무,사무·총무·법무,,5년 1개월,,"서울,경기,충남",선문대학교,기계공학,,無,80.0
SID556671,IT·게임,웹기획·웹마케팅·PM,,19년 9개월,,"서울,경기,인천",연세대학교,경영학,,無,70.0
SID556679,영업·판매·TM,해외영업,,5년 1개월,,"서울,,",경기대학교,무역학,,無,
SID556713,경영·기획·회계·사무,사무·총무·법무,,5년 5개월,,"서울,서울,",한성대학교,문헌정보학,,有,
SID556773,경영·기획·회계·사무,경영·기획·전략,,2년 11개월,,"충남,대전,경기",한밭대학교,경제학,,無,70.0
SID556785,영업·판매·TM,영업·영업기획,"거래처관리,영업기획,매장관리,매출관리,영업지원,영업기획,국내영업,거래처관리,매장관리,일반영업,할인점,백화점영업",3년 9개월,정규직,"서울,서울,서울",한성대학교,경영학,TOEIC,有,90.0
SID55679,IT·게임,서버·네트워크·보안,SE,0개월,,"서울,경기,",인천대학교,전자계산학과,JPT,有,80.0
SID556828,영업·판매·TM,기술영업,,2년 6개월,정규직,"서울,경기,중국",성균관대학교,기계공학,G-TELP,無,60.0
SID556839,재료·화학·섬유·의복,섬유·의복,,2년 5개월,,"서울,서울,서울",세명대학교,의상섬유디자인,,有,70.0
SID556847,경영·기획·회계·사무,마케팅·마케팅기획,,4년 7개월,,"서울,해외,",세종대학교,호텔관광경영,TOEIC,無,80.0
SID556852,경영·기획·회계·사무,사무·총무·법무,,9년 9개월,,"서울,경기,",서원대학교,상업교육,,有,60.0
SID556872,영업·판매·TM,기술영업,,10년 9개월,,"경남,해외,부산",동아대학교,기계공학,TOEIC,無,70.0
SID556882,영업·판매·TM,해외영업,,10년 9개월,,"해외,부산,경남",동아대학교,기계공학,TOEIC,無,70.0
SID556900,IT·게임,전산사무·전산관리,,15년 10개월,,"서울,기타,기타",동아대학교,응용통계학,,無,70.0
SID556982,경영·기획·회계·사무,무역·수출입·운송사무,,5년 8개월,정규직,"서울,경기,",한성대학교,무역학과,TOEIC,有,50.0
SID556989,경영·기획·회계·사무,경영·기획·전략,,10년 10개월,,"서울,경기,",연세대학교,생명공학과,,無,70.0
SID557003,경영·기획·회계·사무,비서·인포메이션·수행·안내,,0개월,,"서울,,",용인대학교,경호학,,無,50.0
SID557009,영업·판매·TM,기술영업,"영업, 마케팅, 기획, 전자, 영업관리, 기술영업, 구매, 자재, 관리",1년 8개월,,"부산,서울,경남",동의대학교,전자공학,,無,60.0
SID557059,전문·교육·자격,외국어·번역·통역,,0개월,,"서울,경기,해외",세명대학교,일어일문,,無,90.0
SID557106,경영·기획·회계·사무,비서·인포메이션·수행·안내,,2년 7개월,,"부산,서울,",동서대학교,국제관광학과, ,無,70.0
SID557180,경영·기획·회계·사무,기타 경영·기획·회계·사무,"문서관리,사무보조,사무",1년 0개월,"정규직, 계약직, 인턴","서울,경기,강원",서울여자대학교,화학,TOEIC,有,60.0
SID557253,경영·기획·회계·사무,사무·총무·법무,"총무,인사,4대보험,급여,중국어",3년 4개월,정규직,"서울,경기,중국",세명대학교,중어중문,,無,70.0
SID557329,전문·교육·자격,외국어·번역·통역,,0개월,,"서울,일본,경기",세명대학교,일어일문,,無,90.0
SID557347,전문·교육·자격,외국어·번역·통역,,3년 8개월,,"서울,,",동아대학교,신문방송,,無,
SID557350,경영·기획·회계·사무,마케팅·마케팅기획,"마케팅,마케팅기획,전자,거래처관리,대리점관리,매출관리,영업관리,영업기획,기술영업,모바일영업,하드웨어영업,일본어,일본영업,해외영업,전기,전자회로,기술지원",3년 6개월,정규직,"서울,경기,일본",상지대학교,국제통상, ,有,70.0
SID55740,전문·교육·자격,금융·증권·투자,금융,0개월,,"서울,경기,전북",연세대학교,법학, ,無,60.0
SID557433,IT·게임,웹기획·웹마케팅·PM,"PM,프로젝트매니저,컨텐츠기획,웹기획,MF,C,JAVA,C,VISUALC,IT컨설팅,Java,jsp,웹서비스기획,C,ERP,웹프로모션,웹PD,스토리보드,웹광고기획",10년 0개월,정규직,"서울,경기,강원",중앙대학교,행정학, ,有,70.0
SID557454,경영·기획·회계·사무,비서·인포메이션·수행·안내,,0개월,,"서울,경기,서울",세명대학교,산업디자인,,無,60.0
SID557461,경영·기획·회계·사무,경리·회계,"결산,세무조정,회계,AICPA,영어회화,원가관리",0개월,정규직,"서울,경기,",경기대학교,경제학,,有,60.0
SID557474,건설·기계·전기·전자,전기·전자·제어,,2년 11개월,,"서울,부산,경남",동의대학교,정보통신공학,,無,80.0
SID557526,경영·기획·회계·사무,무역·수출입·운송사무,"중국어,무역,해외영업,수출입업무",1년 0개월,정규직,"부산,경남,중국",동서대학교,중어중문학,TOEIC,有,80.0
SID557577,경영·기획·회계·사무,비서·인포메이션·수행·안내,,0개월,,"광주,서울,전남",호남대학교,영어영문학,,無,
SID557605,경영·기획·회계·사무,구매·자재사무,,0개월,,"경기,충남,서울",선문대학교,금속공학과,,無,70.0
SID557653,경영·기획·회계·사무,인사·노무·교육·인재개발,"교육기획,기업교육,HRD,인력개발",20년 0개월,"정규직, 계약직, 파견직","서울,경기,",연세대학교,행정학,TOEIC,有,
SID557674,기술·과학·산업,정비·검사·수리·AS,,1년 5개월,,"대전,충남,전국",한밭대학교,자동차공학,,有,70.0
SID557718,경영·기획·회계·사무,경영·기획·전략,,6년 2개월,,"서울,서울,경기",성균관대학교,경영학,,無,70.0
SID557857,경영·기획·회계·사무,사무·총무·법무,"엑셀,일반사무",11개월,정규직,"서울,,",성신여자대학교,경제학과,TOEIC,無,70.0
SID558005,건설·기계·전기·전자,건설·토목·건축설비,,5년 1개월,,"광주,전남,",호남대학교,도시계획,,無,80.0
SID558044,영업·판매·TM,영업·영업기획,"영업지원,대리점관리,영업관리,영업기획,거래처관리,매출관리",11년 5개월,정규직,"서울,경기,서울",전주대학교,경영학과,TOEIC,有,80.0
SID558045,경영·기획·회계·사무,무역·수출입·운송사무,,16년 3개월,,"서울,경남,",중앙대학교,국제경영학과,,無,70.0
SID558067,건설·기계·전기·전자,건설·토목·건축설비,,0개월,,"경기,인천,서울",중앙대학교,건축학,,無,
SID558120,경영·기획·회계·사무,인사·노무·교육·인재개발,,0개월,,"서울,대구,",성균관대학교,경영학,,無,80.0
SID558169,경영·기획·회계·사무,생산관리·품질관리·품질보증,,5년 1개월,정규직,"대전,대전,대전",한밭대학교,산업경영공학,,無,70.0
SID558188,경영·기획·회계·사무,비서·인포메이션·수행·안내,,2년 11개월,,"서울,서울,광주",광주대학교,공예디자인,,無,80.0
SID558215,영업·판매·TM,해외영업,,0개월,,"경기,서울,대만",중앙대학교,심리학,,無,70.0
SID558227,건설·기계·전기·전자,건설·토목·건축설비,,7년 11개월,,"서울,경기,해외",중앙대학교,토목공학,,無,70.0
SID558233,경영·기획·회계·사무,생산관리·품질관리·품질보증,,2년 11개월,,"인천,서울,경기",성균관대학교,산업공학,,無,70.0
SID558237,건설·기계·전기·전자,건설·토목·건축설비,,10년 10개월,,"서울,전국,해외",동의대학교,건축,,無,70.0
SID558325,재료·화학·섬유·의복,섬유·의복,"백화점,대리점영업관리",9년 4개월,정규직,"광주,서울,서울",호남대학교,광고홍보학,,有,
SID558388,영업·판매·TM,영업관리·영업지원,,2년 0개월,,"서울,경기,",연세대학교,사회체육학,TOEFL,有,80.0
SID558454,IT·게임,전산사무·전산관리,,10년 3개월,,"서울,서울,서울",이화여자대학교,사회체육학과,,有,80.0
SID558455,IT·게임,"응용프로그래머(Unix,Linux,Java)",,10년 10개월,,"부산,경남,울산",동서대학교,컴퓨터공학,,無,80.0
SID558581,영업·판매·TM,영업관리·영업지원,,2년 11개월,,"서울,경기,",상지대학교,관광경영,,無,80.0
SID558582,경영·기획·회계·사무,사무·총무·법무,,0개월,,"경기,충남,대전",선문대학교,식품과학,,有,80.0
SID558620,경영·기획·회계·사무,생산관리·품질관리·품질보증,,1년 2개월,,"서울,경기,",인천대학교,기계공학과,TOEIC,有,70.0
SID558754,경영·기획·회계·사무,경리·회계,,2년 11개월,,"서울,경기,",세명대학교,회계학,,無,
SID558801,경영·기획·회계·사무,마케팅·마케팅기획,,0개월,,"서울,미국,해외",세종대학교,호텔경영학,,無,
SID558835,영업·판매·TM,해외영업,,3년 4개월,,"서울,,",경기대학교,영어영문학과,TOEIC,有,60.0
SID558943,영업·판매·TM,영업관리·영업지원,,0개월,,"서울,부산,해외",한림대학교,경제학,TOEIC,有,80.0
SID558973,경영·기획·회계·사무,구매·자재사무,,2년 11개월,,"서울,경기,",선문대학교,산업심리학,,無,80.0
SID558975,건설·기계·전기·전자,건설·토목·건축설비,,15년 10개월,,"서울,경기,충남",수원대학교,건축공학과,,有,80.0
SID559050,경영·기획·회계·사무,마케팅·마케팅기획,,1개월,,"서울,경기,",서울여자대학교,경영학,,無,80.0
SID559080,경영·기획·회계·사무,마케팅·마케팅기획,"마케팅,마케팅기획,브랜딩",6년 2개월,정규직,"서울,경기,해외",이화여자대학교,경영학과,TOEIC,無,70.0
SID559143,경영·기획·회계·사무,생산관리·품질관리·품질보증,,2년 11개월,,"부산,부산,부산",동아대학교,일어일문학과,,無,90.0
SID559162,경영·기획·회계·사무,사무·총무·법무,",자산관리,영업기획",4년 0개월,정규직,"서울,경기,",성균관대학교,스포츠과학과,,有,
SID55922,영업·판매·TM,텔레마케팅(인/아웃바운드TM),카드심사,0개월,,"서울,서울,서울",동덕여자대학교,일어일문,,無,70.0
