직종,세부직종,직무태그,근무형태,근무지역,출신대학,대학전공,어학시험,자격증,대학성적,근무경력_y,근무경력_m,근무경력_d
디자인,그래픽디자인·CG,"광고,편집,POP,VMD,홍보,기획",기타,"서울,경기,캐나다",경기대학교,시각학과,없음,有,90.0,0,0,0
재료·화학·섬유·의복,섬유·의복,영업MD,정규직,"서울,서울,서울",세종대학교,컴퓨터공학과,없음,無,70.0,4,2,1520
재료·화학·섬유·의복,식품가공,식품,정규직,"서울,경기,인천",서울과학기술대학교,식품영양,없음,無,80.0,0,0,0
재료·화학·섬유·의복,화학·화공,"에너지,석유화학,화학,의약,대기환경,수질환경,위험물관리,환경,환경관리,기술영업,기술영업,기술지원",정규직,"인천,서울,전국",상지대학교,화학과,없음,無,80.0,0,7,210
재료·화학·섬유·의복,섬유·의복,"패션유통 전문가, 패션잡화 브랜드 총괄",정규직,"서울,경기,",세종대학교,경영학과,없음,無,70.71491615180936,18,3,6660
경영·기획·회계·사무,사무·총무·법무,사무직,기타,"서울,경기,",성결대학교,사회학과,없음,無,74.12903225806451,0,0,0
재료·화학·섬유·의복,섬유·의복,상품기획,정규직,"서울,,",서울여자대학교,디자인학과,없음,無,80.0,3,9,1365
재료·화학·섬유·의복,섬유·의복,패션디자이너,정규직,"서울,경기,",한세대학교,유학,없음,有,80.0,1,2,425
경영·기획·회계·사무,무역·수출입·운송사무,"일본무역,니트,봉제,섬유,의류,의복,악세사리,일본어,일본영업",정규직,"서울,서울,서울",선문대학교,사회학과,없음,有,80.0,10,0,3650
재료·화학·섬유·의복,섬유·의복,의상디자인,정규직,"서울,,",동아대학교,디자인학과,없음,有,70.0,2,9,1000
재료·화학·섬유·의복,섬유·의복,MR,정규직,"서울,경기,",이화여자대학교,산업디자인학과,TOEIC,無,80.0,6,0,2190
경영·기획·회계·사무,경영·기획·전략,경영관리,정규직,"서울,서울,서울",연세대학교,경영학과,없음,無,80.0,2,6,910
영업·판매·TM,해외영업,"무역,수입,바이어상담,중국무역,중국어,해외구매,해외마케팅,해외사업,해외영업,거래처관리,거래선개발,중국영업,해외영업,중국어,중국어",정규직,"경기,경기,서울",전주대학교,민속학과,없음,有,80.0,4,9,1730
IT·게임,웹디자인,"컨텐츠관리,사이트운영,모션그래픽,플래쉬캐릭터,애니메이션,플래쉬액션스크립트,캐릭터디자인,웹프로그래머,AJAX,Java,jsp,JAVA","정규직, 계약직","서울,경기,",중앙대학교,화학과,없음,無,70.0,10,0,3650
경영·기획·회계·사무,무역·수출입·운송사무,"중국무역,중국어,해외구매,해외마케팅,해외사업,해외시장개척,해외영업,해외지사",정규직,"서울,중국,홍콩",선문대학교,국어국문학과,HSK,有,70.0,10,5,3800
경영·기획·회계·사무,물류·유통관리,"유통,매출관리,영업관리,영업기획,매장관리,백화점영업,면세점영업,매장관리",정규직,"전국,전국,전국",중앙대학교,회계학과,없음,無,70.0,10,5,3800
경영·기획·회계·사무,구매·자재사무,"구매,해외영업,수출입무역",정규직,"부산,경남,서울",동아대학교,무역학과,TOEIC,有,70.0,5,9,2095
경영·기획·회계·사무,마케팅·마케팅기획,"웹기획,컨텐츠,전략기획,사업기획,홍보,마케팅,PM,마케팅",정규직,"서울,,",군산대학교,회계학과,없음,有,90.0,0,0,0
재료·화학·섬유·의복,섬유·의복,"아동복디자인,여성복디자인,이너웨어디자인,아동복,캐주얼,의류",정규직,"서울,,",수원대학교,디자인학과,없음,有,80.0,3,8,1335
디자인,의류·패션·잡화디자인,그래픽,정규직,"서울,,",동덕여자대학교,시각학과,없음,無,70.0,0,0,0
재료·화학·섬유·의복,섬유·의복,"패션MD, 패션 교육 기획",정규직,"서울,,",세종대학교,디자인학과,없음,無,70.0,5,0,1825
재료·화학·섬유·의복,섬유·의복,"매출관리, 상품관리, 온라인운영, 온라인md,",정규직,"서울,경기,대전",동덕여자대학교,디자인학과,없음,有,80.0,3,0,1095
건설·기계·전기·전자,기계·기계설계·기계설비,"건설기계,기계,공작기계",정규직,"서울,인천,",서울과학기술대학교,기계공학과,OPIc,無,70.0,0,0,0
경영·기획·회계·사무,마케팅·마케팅기획,"온라인마케팅,온라인광고,마케팅기획,마케팅,광고기획,광고관리",정규직,"서울,경기,",세종대학교,매체학과,없음,無,80.0,4,3,1550
경영·기획·회계·사무,경영·기획·전략,"경영,경영관리,경영분석,경영기획,경영전략,경영지원,인사,인사관리,인사기획,인사총무,채용,HR,HRD,재무,자금,내부통제,정보보안,은행,펀드매니저,인재",정규직,"서울,,",연세대학교,컴퓨터공학과,TOEIC,有,70.0,2,1,760
재료·화학·섬유·의복,섬유·의복,의류디자인,정규직,"서울,경기,중국",성균관대학교,디자인학과,TOEIC,無,70.0,10,6,3830
경영·기획·회계·사무,경영·기획·전략,"경영관리,경영기획,경영분석,경영컨설팅,조직관리,경영혁신,경영전략,경영지원,전략,전략기획",정규직,"서울,서울,서울",연세대학교,경제학과,없음,無,69.22274881516587,6,1,2220
IT·게임,서버·네트워크·보안,"네트워크관리,서버,서버관리,정보보안,Linux,정보통신,시스템,네트워크관리",정규직,"서울,경기,",수원대학교,신학과,TOEIC,有,70.0,0,0,0
경영·기획·회계·사무,경영·기획·전략,"경영관리,구매관리,디스플레이,재료,기술영업",정규직,"서울,경기,인천",서울과학기술대학교,재료공학과,HSK,有,70.0,18,4,6690
IT·게임,웹디자인,"웹디자인,웹디자이너,게임,게임ui,게임인터페이스,아바타,도트,캐릭터",기타,"서울,경기,",중앙대학교,시각학과,없음,無,70.30195381882771,0,0,0
건설·기계·전기·전자,건설·토목·건축설비,"측량,AutoCad,토목,토목시공,토목설계,공무",정규직,"전북,전국,",군산대학교,토목공과,없음,有,73.31560283687944,6,11,2520
경영·기획·회계·사무,인사·노무·교육·인재개발,"CS매니저,CS기획,고객지원,VOC관리,클레임응대,소비자상담,인재교육,고객관리",정규직,"서울,경기,제주",성신여자대학교,불어학과,없음,有,50.0,8,8,3160
경영·기획·회계·사무,경리·회계,"더존,엑셀,한글,경리,회계,세무,인터넷,파워포인트",기타,"서울,서울,경기",성균관대학교,경영학과,없음,有,60.0,0,0,0
경영·기획·회계·사무,경영·기획·전략,"경영관리,경영기획,경영분석,경영전략,기획전략,전략기획,시장조사,조사분석,통계,경영지원,리서치,정보검색",정규직,"서울,서울,서울",성균관대학교,경영학과,없음,無,80.0,3,2,1155
전문·교육·자격,경영분석·컨설팅·M&A,"AICPA,회계,재무분석",정규직,"경기,서울,",서울여자대학교,영문학과,없음,有,80.0,4,0,1460
건설·기계·전기·전자,전기·전자·제어,"전자공학,전자통신,전자회로,통신,펌웨어",정규직,"서울,미국,전국",이화여자대학교,신학과,TOEIC,有,70.0,7,0,2555
건설·기계·전기·전자,기계·기계설계·기계설비,"기계,전기,전기제어,제어계측,기구설계,기술영업",정규직,"서울,경기,인천",한국산업기술대학교,메카트로닉스학과,없음,無,70.0,0,0,0
재료·화학·섬유·의복,섬유·의복,디자이너,정규직,"서울,서울,서울",성균관대학교,유학,없음,無,80.0,0,0,0
경영·기획·회계·사무,경영·기획·전략,",경영기획,기획조사,마케팅,마케팅기획,브랜딩,영업기획",정규직,"서울,서울,서울",이화여자대학교,경제학과,없음,無,90.0,3,9,1365
재료·화학·섬유·의복,섬유·의복,패션영업,정규직,"서울,,",동아대학교,무역학과,TOEIC,有,60.0,11,3,4105
경영·기획·회계·사무,마케팅·마케팅기획,"마케팅,온라인마케팅,마케팅기획,브랜딩,광고,광고관리,광고기획,광고대행,언론홍보,온라인광고,이벤트,프로모션,PR,홍보,광고기획",정규직,"서울,,",세종대학교,매체학과,OPIc,無,80.0,2,1,760
재료·화학·섬유·의복,섬유·의복,기획 MD / 바잉 MD / Garment Merchandiser,"정규직, 해외취업","기타,,",성신여자대학교,디자인학과,없음,有,70.0,8,1,2950
경영·기획·회계·사무,경영·기획·전략,"마케팅,브랜딩,조직관리",정규직,"서울,경기,경기",연세대학교,경영학과,없음,無,60.0,6,3,2280
재료·화학·섬유·의복,섬유·의복,"의류,섬유,소재개발,섬유디자인,소재디자인,패션디자인,텍스타일디자인",정규직,"서울,서울,서울",한세대학교,유학,없음,無,90.0,1,3,455
재료·화학·섬유·의복,섬유·의복,"온라인md,ecommerce,이커머스,홈페이지,자사몰,이샵,온라인몰운영,패션브랜드,sns마케팅,온라인홍보,",정규직,"서울,,",한성대학교,디자인학과,없음,有,70.49060542797494,6,6,2370
경영·기획·회계·사무,경영·기획·전략,"CFO,CFO,재무,자금조달,주식IR,금융컨설팅,기업자문,IPO,벤처캐피탈,펀드매니저,저축은행",정규직,"서울,경기,부산",성균관대학교,무역학과,없음,無,70.0,18,4,6690
경영·기획·회계·사무,경영·기획·전략,"인사부,MD",기타,"서울,,",성신여자대학교,경제학과,없음,無,70.0,0,0,0
재료·화학·섬유·의복,섬유·의복,"바잉MD, 잡화MD,의류MD,바이어,바잉,MD,buying",정규직,"서울,경기,기타",성신여자대학교,디자인학과,TOEIC,有,90.0,6,1,2220
경영·기획·회계·사무,경영·기획·전략,"경영기획,경영관리,전략기획,경영지원",정규직,"서울,서울,경기",중앙대학교,경제학과,TOEIC,有,70.0,4,10,1760
경영·기획·회계·사무,경영·기획·전략,관리,기타,"서울,서울,전북",호원대학교,회계학과,없음,有,80.0,1,5,515
재료·화학·섬유·의복,섬유·의복,상품기획,정규직,"경기,서울,",인천대학교,디자인학과,없음,有,70.0,2,0,730
디자인,의류·패션·잡화디자인,",남성복디자인,섬유디자인,텍스타일디자인,패션디자인",정규직,"서울,서울,서울",한세대학교,유학,없음,有,73.28,0,8,240
경영·기획·회계·사무,경리·회계,"결산,경리,경영지원,관리,감사,예산,원가,자금,재무,재무기획,주식,주주총회,회계,출납",정규직,"서울,경기,경기",중앙대학교,회계학과,없음,有,70.0,12,11,4710
건설·기계·전기·전자,기계·기계설계·기계설비,"기계설계,플랜트",정규직,"서울,경기,서울",한성대학교,기계공학과,없음,有,70.0,2,2,790
경영·기획·회계·사무,경영·기획·전략,"경영관리,경영기획,경영분석,경영전략,경영지원,마케팅,마케팅기획,거래처관리,매장관리,영업관리,영업기획,영업지원,해외지사,해외영업,해외마케팅,영업기획,거래처관리,고객관리,채널영업",정규직,"서울,인천,",연세대학교,사회학과,TOEIC,有,70.0,6,0,2190
경영·기획·회계·사무,사무·총무·법무,"4대보험,일반사무,워드,엑셀,사무행정,영어,외화번역,관광통역,번역",정규직,"인천,경기,서울",서울신학대학교,영문학과,TOEIC,有,80.0,5,0,1825
경영·기획·회계·사무,마케팅·마케팅기획,"마케팅,마케팅기획,브랜딩,해외마케팅,스포츠마케팅",정규직,"서울,,",연세대학교,경영학과,없음,無,69.22274881516587,10,4,3770
경영·기획·회계·사무,경영·기획·전략,"경영기획,경영전략,전략기획,사업기획,경영컨설팅,경영분석,리서치,조사분석",정규직,"서울,,",경기대학교,경영학과,TOEIC,有,80.0,7,2,2615
재료·화학·섬유·의복,섬유·의복,응시 분야 : 생산MD,정규직,"서울,경기,",인천대학교,디자인학과,없음,有,70.0,2,0,730
경영·기획·회계·사무,경리·회계,"감사,결산,부가세신고,더존,세무회계,세무,원가,원천세,재무,회계,전산회계,재무,세무,자금,결산",정규직,"서울,경기,",상지대학교,회계학과,없음,無,60.0,11,5,4165
IT·게임,웹마스터,"ERP,CRM,웹프로그래머",정규직,"서울,서울,서울",수원대학교,컴퓨터공학과,없음,有,60.0,4,2,1520
경영·기획·회계·사무,경리·회계,"자동차 개발, 원가관리",기타,"충남,경기,충남",전주대학교,회계학과,없음,有,70.0,0,0,0
영업·판매·TM,영업·영업기획,"거래처관리,대리점관리,매장관리,매출관리,영업관리,영업기획,영업지원,영업기획,거래선개발,거래처관리,국내영업,매장관리,백화점영업,유통영업",정규직,"서울,경기,부산",인천대학교,경제학과,없음,有,60.0,6,1,2220
경영·기획·회계·사무,경영·기획·전략,"경영,경영지원,관리,구매,사무행정,일반사무,총무,재무,교육기획,교육훈련,인사노무,인사,채용,경영지원,연말정산,일반사무,사무,수질환경,환경",정규직,"경기,인천,서울",한국산업기술대학교,생물학과,없음,有,90.0,3,7,1305
디자인,의류·패션·잡화디자인,"포토샵,캐드,텍스타일,디자인,영어,경력,밝고활발한성격,책임감,",기타,"서울,서울,",성신여자대학교,유학,없음,有,74.84848484848484,0,0,0
디자인,의류·패션·잡화디자인,"국내영업,일반영업,유통영업,식품영업,할인점,매장관리",정규직,"전북,전국,전국",중앙대학교,동물학과,없음,無,50.0,13,5,4895
기술·과학·산업,연구개발·R&D,"AIS,자동식별장치,선박,해상통신,TDMA,GPS,선박센서,Wi-Fi,위성통신,조선,R&D,기술개발,연구,임베디드,마이크로프로세서,임베디드,펌웨어,RF,항만,해운","정규직, 계약직, ","부산,경남,서울",동서대학교,컴퓨터공학과,없음,有,70.0,13,4,4865
경영·기획·회계·사무,무역·수출입·운송사무,"무역사무,수출입,무역영어,바이어관리,해외구매",정규직,"서울,,",한성대학교,경영학과,없음,無,80.0,6,5,2340
재료·화학·섬유·의복,섬유·의복,여성캐주얼디자이너,정규직,"서울,경기,인천",동덕여자대학교,디자인학과,없음,有,80.0,8,5,3070
경영·기획·회계·사무,마케팅·마케팅기획,"브랜딩,마케팅,마케팅기획",정규직,"서울,해외,싱가포르",연세대학교,사회학과,TOEIC Speaking,有,80.0,2,7,940
재료·화학·섬유·의복,섬유·의복,"상품기획, 기획md",정규직,"서울,,",서울여자대학교,디자인학과,없음,有,80.0,8,0,2920
재료·화학·섬유·의복,섬유·의복,"영업MD, 여성복, 영업기획, 의류",정규직,"서울,,",한성대학교,미디어학과,없음,無,70.0,2,11,1060
영업·판매·TM,영업·영업기획,패션,정규직,"서울,,",중앙대학교,경영학과,없음,無,60.0,3,4,1215
재료·화학·섬유·의복,섬유·의복,상품기획MD,정규직,"서울,,",인천대학교,디자인학과,없음,有,70.0,2,0,730
재료·화학·섬유·의복,섬유·의복,Garment Merchandiser/Merchandising Resource,"정규직, 해외취업","서울,해외,",성신여자대학교,디자인학과,OPIc,有,70.0,8,4,3040
재료·화학·섬유·의복,섬유·의복,"상품기획,머천다이저","정규직, 해외취업","서울,해외,",성신여자대학교,디자인학과,OPIc,有,70.0,8,4,3040
경영·기획·회계·사무,경리·회계,"결산,부가세신고,재무,회계,전산회계,재무,세무,자금,결산,상품입출고",정규직,"서울,경기,경기",선문대학교,신학과,없음,有,90.0,3,1,1125
IT·게임,시스템프로그래머,시스템프로그래머,정규직,"서울,경기,경기",한국산업기술대학교,메카트로닉스학과,없음,無,74.4131455399061,1,0,365
경영·기획·회계·사무,무역·수출입·운송사무,"무역,무역사무",정규직,"부산,,",동의대학교,일본학과,JLPT,有,70.0,2,0,730
IT·게임,웹프로그래머,"JAVA,ASP,빌링시스템,MCSE",기타,"서울,미국,일본",동의대학교,경영학과,없음,有,71.30162703379224,0,0,0
경영·기획·회계·사무,인사·노무·교육·인재개발,"교수설계,교육개발,교육기획,기획,스토리보드,컨텐츠기획,웹서비스기획,웹기획,모바일기획",정규직,"서울,,",한성대학교,미디어학과,없음,無,60.0,4,2,1520
건설·기계·전기·전자,전기·전자·제어,품질관리개발,정규직,"서울,부산,",중앙대학교,전기학과,없음,無,70.0,2,6,910
경영·기획·회계·사무,인사·노무·교육·인재개발,"교육개발,교육기획,교육담당,교육훈련,기업교육,인재개발,HRD",정규직,"서울,광주,전남",세종대학교,행정학과,없음,無,80.0,4,4,1580
경영·기획·회계·사무,사무·총무·법무,"인사,총무",정규직,"서울,서울,서울",경기대학교,경제학과,없음,無,80.0,15,7,5685
경영·기획·회계·사무,경영·기획·전략,"기획,사업관리,마케팅,홍보",정규직,"서울,경기,경기",선문대학교,컴퓨터공학과,없음,有,70.0,1,5,515
경영·기획·회계·사무,경영·기획·전략,"기획,사업기획,조직관리,사업기획,마케팅기획,마케팅,광고기획,PM,프로젝트매니저,웹기획,웹서비스기획,문서작성,사무보조,업무보조,엑셀,워드,홈페이지관리,파워포인트,OA",정규직,"서울,경기,경기",선문대학교,컴퓨터공학과,없음,有,70.0,1,5,515
경영·기획·회계·사무,경영·기획·전략,"4대보험,경영,급여,더존,엑셀,인사,인사총무,임금관리,인사관리,노사관리,HRD,채용",정규직,"서울,,",제주대학교,안경학과,없음,有,70.0,5,8,2065
IT·게임,웹프로그래머,",Java,VB.NET,C#,ORACLE,.NET,VisualBasic",정규직,"서울,경기,",한국산업기술대학교,비즈니스과,없음,有,80.0,3,7,1305
건설·기계·전기·전자,전기·전자·제어,"전자,반도체,반도체생산,반도체장비,대리점관리,매출관리,영업관리,기술지원,반도체영업,기술영업,영업기획,거래선개발,거래처관리",정규직,"서울,,",수원대학교,일본학과,JLPT,有,80.0,13,0,4745
경영·기획·회계·사무,사무·총무·법무,"사무 , 총무 , 인사 , 구매 , 경영",기타,"서울,강원,경기",세명대학교,경영학과,없음,無,70.0,0,0,0
IT·게임,웹프로그래머,"java,php,jsp,ASP,SQL,NT,linux,웹마스터,c++,socket,unix,mysql,채팅",기타,"서울,인천,경기",중앙대학교,화학과,없음,無,60.0,0,0,0
경영·기획·회계·사무,마케팅·마케팅기획,"무역실무,일본무역,MD,사무,사무보조,관리,문서관리,문서작성,일반사무,행정,해외마케팅,바이어관리","정규직, 해외취업","서울,경기,일본",세명대학교,전파학과,JLPT,無,90.0,17,8,6445
재료·화학·섬유·의복,섬유·의복,"마케팅,홍보,광고,패션마케팅",정규직,"서울,,",서울여자대학교,독일학과,없음,有,80.0,6,7,2400
재료·화학·섬유·의복,섬유·의복,"신발, 제화",정규직,"서울,경기,",이화여자대학교,유학,없음,無,70.0,6,2,2250
재료·화학·섬유·의복,섬유·의복,의상디자인,정규직,"서울,,",세종대학교,디자인학과,없음,無,80.0,5,0,1825
IT·게임,서버·네트워크·보안,"보안,네트워크,DBA",정규직,"서울,울산,",중앙대학교,경제학과,없음,有,70.0,7,0,2555
IT·게임,시스템분석·설계·컨설턴트·ERP,"IT,회계,ERP,FI,PM,운영",정규직,"서울,경기,",이화여자대학교,통계학과,없음,無,70.0,13,7,4955
재료·화학·섬유·의복,섬유·의복,"패션MD,MD,상품기획,머천다이저,바이어,백화점MD,브랜드매니저,기획,기획전략,전략기획,패션마케팅,수입,바이어관리,MD,MR입,수출,가방,잡화,의류,섬유",정규직,"서울,서울,서울",호남대학교,영문학과,TOEFL,無,80.0,0,0,0
디자인,인테리어·공간디자인,"패션,외식,오픈,감리,설계,인테리어",정규직,"서울,경기,",동덕여자대학교,디자인학과,없음,無,70.0,6,7,2400
경영·기획·회계·사무,경영·기획·전략,"사업기획,전략기획,마케팅,해외마케팅,반도체,영업관리,영업기획,영업지원,무역,선적,수출입,해외영업,해외사업,해외구매,해외시장개척,마케팅기획,사업기획,기획전략,바이어관리,시장조사",정규직,"서울,경기,경기",인천대학교,소재학과,TOEIC,無,90.0,5,9,2095
IT·게임,웹디자인,"웹디자인,웹표준,플래시,제이쿼리,플래셔,웹반응,웹접근성,포토샵,플래셔,jsp,웹디자이너,경력자",정규직,"서울,,",한세대학교,신학과,없음,無,73.28,11,6,4195
경영·기획·회계·사무,마케팅·마케팅기획,"마케팅,마케팅기획,브랜딩,사업기획,온라인마케팅",정규직,"전국,,",중앙대학교,광고홍보학과,OPIc,有,70.0,3,0,1095
경영·기획·회계·사무,경영·기획·전략,"사업관리,인원,인건비,재고,견적,외국계기업,Accounting,controlling",정규직,"서울,경남,부산",성균관대학교,경제학과,없음,無,80.0,4,3,1550
재료·화학·섬유·의복,섬유·의복,"백화점 영업관리, 대리점 영업관리, 영업MD",정규직,"서울,경기,",서울과학기술대학교,스포츠학과,TOEIC,有,80.0,4,6,1640
경영·기획·회계·사무,구매·자재사무,"휴대폰,구매,자재구매,구매부,구매팀,악세사리,액세서리,유통",정규직,"인천,서울,경기",세명대학교,회계학과,없음,無,70.0,0,2,60
경영·기획·회계·사무,마케팅·마케팅기획,브랜드 마케팅,기타,"서울,서울,경기",중앙대학교,광고홍보학과,TOEIC,無,70.0,0,0,0
경영·기획·회계·사무,경영·기획·전략,"경영진단,감사,시설관리,물류,생산관리",정규직,"서울,경기,경북",성균관대학교,산업학과,없음,無,70.0,10,5,3800
IT·게임,웹프로그래머,"JAVA,Struts,Mobile,전산직,ORACLE,JSP,MySQL,SQL,asp,ERP,데이터베이스,모바일,iPhone,Android",정규직,"서울,경기,",수원대학교,생물학과,없음,有,60.0,13,7,4955
경영·기획·회계·사무,경영·기획·전략,",사업제휴,전략,전략기획,조직관리,마케팅,마케팅기획,사업기획,사업제휴,업무제휴,매출관리,영업관리,영업기획,영업지원,영업기획,거래선개발,거래처관리,고객관리,국내영업,법인영업",정규직,"서울,경기,",성균관대학교,유학,없음,無,70.0,14,4,5230
IT·게임,웹기획·웹마케팅·PM,"웹서비스,서비스기획,웹기획,UX,취업포털,취업사이트,사이트운영,스토리보드",정규직,"서울,서울,경기",수원대학교,미디어학과,TOEIC,有,80.0,4,5,1610
경영·기획·회계·사무,경리·회계,"더존 프로그램(회계) , 워드 프로세서, 한글97, 엑셀",기타,"서울,서울,서울",수원대학교,회계학과,없음,有,80.0,0,0,0
경영·기획·회계·사무,경영·기획·전략,"매출관리,영업관리,영업지원,바이어,바이어,백화점MD,기술영업,영업기획,영업기획,국내영업",정규직,"서울,서울,서울",중앙대학교,교육학과,OPI,無,90.0,2,7,940
경영·기획·회계·사무,경리·회계,"결산,경리,경영,경영지원,더존,부가세신고,세무,세무회계,원가,재무,전산회계,회계,재무,세무,결산,외환,내부통제,감사",정규직,"서울,경기,인천",선문대학교,경영학과,없음,有,71.45522388059702,3,10,1395
재료·화학·섬유·의복,섬유·의복,상품기획,정규직,"서울,서울,서울",동아대학교,디자인학과,없음,有,90.0,4,10,1760
IT·게임,서버·네트워크·보안,"네트워크,베타테스트,IT기술지원,SE,네트워크구축,네트워크관리,서버,서버관리,헬프데스크,기술지원,고객지원,Helpdesk",정규직,"서울,경기,말레이시아",협성대학교,건설학과,없음,有,80.0,4,4,1580
건설·기계·전기·전자,기계·기계설계·기계설비,"플랜트엔지니어,기술개발,우주,항공기계,항공정비",정규직,"서울,충남,대전",한밭대학교,토목공과,TOEIC,有,80.0,3,1,1125
IT·게임,웹마스터,"linux,unix,php,web,영어회화,검색",기타,"서울,해외,",동서대학교,전파학과,없음,有,73.54910714285714,0,0,0
IT·게임,"응용프로그래머(Unix,Linux,Java)","MFC , C++ , SyncML , COM , Visual C++",기타,"서울,경기,경기",상지대학교,전산학과,없음,有,90.0,0,0,0
문화·예술·신문·방송,신문·방송·잡지기자,취재기자,기타,"서울,,",한림대학교,영문학과,TOEIC,無,70.0,0,0,0
재료·화학·섬유·의복,섬유·의복,"패션마케터, 디스플레이, VMD, 컬러리스트",정규직,"서울,,",중앙대학교,화학과,없음,有,70.0,8,0,2920
건설·기계·전기·전자,전기·전자·제어,"반도체,반도체생산,반도체장비",정규직,"경기,서울,인천",경기대학교,산업학과,없음,無,70.0,7,4,2675
재료·화학·섬유·의복,섬유·의복,"핸드백디자이너, 가방디자이너, 백, 디자이너",정규직,"서울,경기,",용인대학교,무대디자인학과,없음,有,70.0,4,2,1520
재료·화학·섬유·의복,섬유·의복,여성복 디자인,정규직,"서울,,",성신여자대학교,민속학과,없음,無,80.0,7,10,2855
재료·화학·섬유·의복,섬유·의복,"영업MD, 영업관리",정규직,"서울,서울,서울",경기대학교,경영학과,없음,有,70.0,5,0,1825
경영·기획·회계·사무,생산관리·품질관리·품질보증,"생산관리,환경안전,RiskSurvey",정규직,"경기,서울,",성균관대학교,화학과,없음,無,70.0,7,9,2825
영업·판매·TM,해외영업,"바이어관리,바이어발굴,바이어상담,해외영업,해외구매,해외마케팅",정규직,"전북,말레이시아,중국",호원대학교,신학과,없음,無,80.0,14,0,5110
영업·판매·TM,영업·영업기획,"거래처관리,대리점관리,매장관리,매출관리",정규직,"서울,경기,인천",용인대학교,사회학과,없음,有,70.0,3,4,1215
경영·기획·회계·사무,경영·기획·전략,"경영혁신,변화관리,경영기획,기획,조직문화",정규직,"서울,,",연세대학교,산업학과,없음,無,50.0,11,4,4135
기술·과학·산업,안전·시설관리,안전관리,"정규직, 계약직","서울,인천,기타",성균관대학교,법학과,없음,有,60.0,5,0,1825
경영·기획·회계·사무,인사·노무·교육·인재개발,"교육,HRD,마케팅,교육기획,엔터테인먼트",기타,"서울,경기,대전",이화여자대학교,교육학과,없음,有,60.0,0,0,0
경영·기획·회계·사무,생산관리·품질관리·품질보증,"품질관리, 품질보증, ISO",기타,"경남,경기,부산",동아대학교,재료공학과,TOEIC,有,70.0,0,0,0
경영·기획·회계·사무,인사·노무·교육·인재개발,"교육,마케팅,기획,엔터테인먼트,교육공학,교수설계",기타,"서울,경기,",이화여자대학교,교육학과,없음,有,60.0,0,0,0
재료·화학·섬유·의복,섬유·의복,영업,정규직,"서울,서울,서울",수원대학교,행정학과,없음,有,70.0,3,9,1365
IT·게임,시스템프로그래머,"임베디드,전산,문서작성,파워포인트,엑셀,전산직,전산기획,모바일기획,모바일운영,정보통신",정규직,"전국,전국,전국",한성대학교,신학과,없음,有,80.0,0,10,300
영업·판매·TM,해외영업,비지니스일본어,정규직,"서울,인천,일본",중앙대학교,경제학과,JLPT,有,50.0,20,9,7570
경영·기획·회계·사무,마케팅·마케팅기획,"마케팅,마케팅기획,온라인마케팅,광고,광고기획,광고대행,온라인광고,광고기획,모바일,모바일게임,웹게임,게임마케팅,게임",정규직,"서울,서울,전북",전주대학교,광고홍보학과,없음,無,80.0,6,6,2370
경영·기획·회계·사무,광고·홍보,"홈쇼핑PD,홍보,홈쇼핑,생방송",정규직,"서울,경기,서울",이화여자대학교,광고홍보학과,없음,無,80.0,5,1,1855
경영·기획·회계·사무,경영·기획·전략,"예산,기획,자금,재무,회계",정규직,"서울,경기,경기",성균관대학교,경제학과,없음,無,80.0,5,1,1855
재료·화학·섬유·의복,섬유·의복,"상품기획,생산관리",정규직,"서울,,",호원대학교,디자인학과,없음,有,70.0,6,0,2190
경영·기획·회계·사무,마케팅·마케팅기획,"브랜딩,마케팅기획,마케팅",정규직,"서울,경기,해외",한림대학교,경영학과,없음,無,69.41176470588235,5,4,1945
IT·게임,웹기획·웹마케팅·PM,없음,기타,"서울,경기,경기",성균관대학교,산업학과,없음,有,70.0,10,10,3950
건설·기계·전기·전자,CAD·CAM,CAD,기타,"서울,경기,기타",한성대학교,컴퓨터공학과,없음,無,70.49060542797494,0,0,0
IT·게임,"응용프로그래머(Unix,Linux,Java)","SAP,모델링,ERP,IT컨설팅,전산직,전산기획,전산",정규직,"서울,경기,",중앙대학교,컴퓨터공학과,없음,無,60.0,3,11,1425
IT·게임,"응용프로그래머(Unix,Linux,Java)","C,JAVA,C++,VISUALC++,JAVA,ORACLE,JSP,MFC,unix,Swing,시스템프로그래머,2D온라인게임,3D온라인게임,게임개발,게임소프트웨어,게임프로그래머,무선게임,캐주얼게임,아케디드게임,콘솔게임",정규직,"서울,서울,서울",한국산업기술대학교,컴퓨터공학과,OPIc,有,80.0,1,0,365
경영·기획·회계·사무,생산관리·품질관리·품질보증,"품질관리,품질보증,ISO,QC,기계설계,산업기계,플랜트엔지니어,기술영업,해외영업,R&D,기술개발,연구",정규직,"경남,부산,울산",중앙대학교,기계공학과,OPIc,無,70.0,8,7,3130
재료·화학·섬유·의복,섬유·의복,"브랜드영업,매장기획,매장관리,매장영업관리",정규직,"서울,경기,",성결대학교,사회학과,없음,有,80.0,2,0,730
영업·판매·TM,해외영업,"무역,워드,엑셀,영어,G-TELP,해외연수,",기타,"서울,경기,기타",성신여자대학교,독일학과,없음,有,60.0,0,0,0
건설·기계·전기·전자,CAD·CAM,프레스금형설계,정규직,"부산,서울,경기",동서대학교,메카트로닉스학과,없음,無,70.0,4,3,1550
